"customer","staff","date","amount","running_total"
"Eva Ramos","Mike Hillyer","2007-02-16","4.99","305.23"
"Eva Ramos","Mike Hillyer","2007-02-16","2.99","305.23"
"Clara Shaw","Mike Hillyer","2007-02-16","5.99","311.22"
"Jamie Rice","Jon Stephens","2007-02-16","1.99","313.21"
"Valerie Black","Mike Hillyer","2007-02-16","2.99","316.20"
"Gail Knight","Mike Hillyer","2007-02-16","7.99","324.19"
"Veronica Stone","Jon Stephens","2007-02-16","4.99","329.18"
"Jill Hawkins","Mike Hillyer","2007-02-16","0.99","330.17"
"Geraldine Perkins","Mike Hillyer","2007-02-16","2.99","333.16"
"Joann Gardner","Jon Stephens","2007-02-16","4.99","338.15"
"Dolores Wagner","Jon Stephens","2007-02-16","0.99","339.14"
"Yvonne Watkins","Jon Stephens","2007-02-16","7.99","348.12"
"Yvonne Watkins","Mike Hillyer","2007-02-16","0.99","348.12"
"June Carroll","Mike Hillyer","2007-02-16","6.99","363.10"
"June Carroll","Mike Hillyer","2007-02-16","7.99","363.10"
"Samantha Duncan","Mike Hillyer","2007-02-16","0.99","369.08"
"Samantha Duncan","Jon Stephens","2007-02-16","4.99","369.08"
"Marion Snyder","Jon Stephens","2007-02-16","3.99","376.06"
"Marion Snyder","Jon Stephens","2007-02-16","2.99","376.06"
"Ana Bradley","Mike Hillyer","2007-02-16","2.99","379.05"
"Holly Fox","Mike Hillyer","2007-02-16","2.99","382.04"
"Brittany Riley","Jon Stephens","2007-02-16","0.99","383.03"
"Loretta Carpenter","Mike Hillyer","2007-02-16","0.99","384.02"
"Jeanette Greene","Mike Hillyer","2007-02-16","2.99","387.01"
"Alma Austin","Jon Stephens","2007-02-16","0.99","388.00"
"Sue Peters","Jon Stephens","2007-02-16","8.99","396.99"
"Tara Ryan","Mike Hillyer","2007-02-16","2.99","399.98"
"Rosemary Schmidt","Mike Hillyer","2007-02-16","7.99","407.97"
"Eileen Carr","Mike Hillyer","2007-02-16","0.99","408.96"
"Lucy Wheeler","Mike Hillyer","2007-02-16","0.99","409.95"
"Tonya Chapman","Mike Hillyer","2007-02-16","4.99","414.94"
"Wilma Richards","Mike Hillyer","2007-02-16","2.99","417.93"
"Jessie Banks","Jon Stephens","2007-02-16","4.99","427.91"
"Jessie Banks","Jon Stephens","2007-02-16","4.99","427.91"
"Natalie Meyer","Mike Hillyer","2007-02-16","3.99","432.89"
"Natalie Meyer","Mike Hillyer","2007-02-16","0.99","432.89"
"Charlene Alvarez","Mike Hillyer","2007-02-16","0.99","433.88"
"Melinda Fernandez","Jon Stephens","2007-02-16","5.99","439.87"
"Colleen Burton","Mike Hillyer","2007-02-16","2.99","442.86"
"Joy George","Mike Hillyer","2007-02-16","4.99","448.84"
"Joy George","Jon Stephens","2007-02-16","0.99","448.84"
"Constance Reid","Jon Stephens","2007-02-16","0.99","449.83"
"Claudia Fuller","Mike Hillyer","2007-02-16","2.99","453.81"
"Claudia Fuller","Jon Stephens","2007-02-16","0.99","453.81"
"Jackie Lynch","Jon Stephens","2007-02-16","0.99","454.80"
"Nellie Garrett","Mike Hillyer","2007-02-16","4.99","459.79"
"Minnie Romero","Jon Stephens","2007-02-16","4.99","464.78"
"Glenda Frazier","Jon Stephens","2007-02-16","4.99","469.77"
"Viola Hanson","Mike Hillyer","2007-02-16","5.99","475.76"
"Dora Medina","Jon Stephens","2007-02-16","2.99","478.75"
"Terry Carlson","Jon Stephens","2007-02-16","6.99","485.74"
"Irma Pearson","Jon Stephens","2007-02-16","2.99","488.73"
"Mabel Holland","Mike Hillyer","2007-02-16","2.99","491.72"
"Myrtle Fleming","Mike Hillyer","2007-02-16","2.99","494.71"
"Lena Jensen","Mike Hillyer","2007-02-16","7.99","513.68"
"Lena Jensen","Jon Stephens","2007-02-16","7.99","513.68"
"Lena Jensen","Jon Stephens","2007-02-16","2.99","513.68"
"Christy Vargas","Mike Hillyer","2007-02-16","3.99","517.67"
"Deanna Byrd","Mike Hillyer","2007-02-16","2.99","520.66"
"Patsy Davidson","Mike Hillyer","2007-02-16","2.99","523.65"
"Peter Menard","Mike Hillyer","2007-02-16","7.99","533.63"
"Peter Menard","Mike Hillyer","2007-02-16","1.99","533.63"
"Douglas Graf","Jon Stephens","2007-02-16","4.99","545.61"
"Douglas Graf","Mike Hillyer","2007-02-16","6.99","545.61"
"Henry Billingsley","Mike Hillyer","2007-02-16","0.99","546.60"
"Carl Artis","Jon Stephens","2007-02-16","0.99","547.59"
"Ryan Salisbury","Jon Stephens","2007-02-16","8.99","556.58"
"Roger Quintanilla","Mike Hillyer","2007-02-16","2.99","559.57"
"Jack Foust","Jon Stephens","2007-02-16","5.99","565.56"
"Albert Crouse","Mike Hillyer","2007-02-16","4.99","580.53"
"Albert Crouse","Mike Hillyer","2007-02-16","4.99","580.53"
"Albert Crouse","Mike Hillyer","2007-02-16","4.99","580.53"
"Terry Grissom","Mike Hillyer","2007-02-16","2.99","583.52"
"Keith Rico","Mike Hillyer","2007-02-16","1.99","585.51"
"Willie Markham","Jon Stephens","2007-02-16","1.99","587.50"
"Nicholas Barfield","Mike Hillyer","2007-02-16","2.99","590.49"
"Roy Whiting","Mike Hillyer","2007-02-16","4.99","600.47"
"Roy Whiting","Jon Stephens","2007-02-16","4.99","600.47"
"Benjamin Varney","Mike Hillyer","2007-02-16","2.99","603.46"
"Bruce Schwarz","Mike Hillyer","2007-02-16","6.99","610.45"
"Billy Poulin","Jon Stephens","2007-02-16","5.99","623.43"
"Billy Poulin","Mike Hillyer","2007-02-16","6.99","623.43"
"Jeremy Hurtado","Mike Hillyer","2007-02-16","1.99","625.42"
"Eugene Culpepper","Mike Hillyer","2007-02-16","5.99","636.40"
"Eugene Culpepper","Jon Stephens","2007-02-16","4.99","636.40"
"Martin Bales","Mike Hillyer","2007-02-16","7.99","644.39"
"Phillip Holm","Mike Hillyer","2007-02-16","2.99","647.38"
"Todd Tan","Jon Stephens","2007-02-16","5.99","660.35"
"Todd Tan","Jon Stephens","2007-02-16","3.99","660.35"
"Todd Tan","Mike Hillyer","2007-02-16","2.99","660.35"
"Alan Kahn","Mike Hillyer","2007-02-16","4.99","665.34"
"Shawn Heaton","Jon Stephens","2007-02-16","2.99","668.33"
"Sean Douglass","Jon Stephens","2007-02-16","2.99","671.32"
"Philip Causey","Mike Hillyer","2007-02-16","6.99","678.31"
"Johnny Turpin","Jon Stephens","2007-02-16","0.99","680.29"
"Johnny Turpin","Mike Hillyer","2007-02-16","0.99","680.29"
"Jimmy Schrader","Mike Hillyer","2007-02-16","5.99","686.28"
"Stanley Scroggins","Jon Stephens","2007-02-16","4.99","691.27"
"Dale Ratcliff","Mike Hillyer","2007-02-16","2.99","694.26"
"Jeffery Pinson","Jon Stephens","2007-02-16","0.99","699.23"
"Jeffery Pinson","Jon Stephens","2007-02-16","2.99","699.23"
"Jeffery Pinson","Jon Stephens","2007-02-16","0.99","699.23"
"Lee Hawks","Mike Hillyer","2007-02-16","4.99","704.22"
"Melvin Ellington","Mike Hillyer","2007-02-16","0.99","705.21"
"Alfred Casillas","Jon Stephens","2007-02-16","0.99","706.20"
"Bradley Motley","Mike Hillyer","2007-02-16","7.99","721.18"
"Bradley Motley","Mike Hillyer","2007-02-16","6.99","721.18"
"Jesus Mccartney","Mike Hillyer","2007-02-16","5.99","733.15"
"Jesus Mccartney","Jon Stephens","2007-02-16","3.99","733.15"
"Jesus Mccartney","Mike Hillyer","2007-02-16","1.99","733.15"
"Herbert Kruger","Mike Hillyer","2007-02-16","3.99","737.14"
"Frederick Isbell","Jon Stephens","2007-02-16","2.99","746.12"
"Frederick Isbell","Jon Stephens","2007-02-16","5.99","746.12"
"Ray Houle","Mike Hillyer","2007-02-16","6.99","753.11"
"Joel Francisco","Jon Stephens","2007-02-16","2.99","756.10"
"Edwin Burk","Jon Stephens","2007-02-16","2.99","759.09"
"Eddie Tomlin","Jon Stephens","2007-02-16","5.99","765.08"
"Barry Lovelace","Jon Stephens","2007-02-16","0.99","766.07"
"Alexander Fennell","Jon Stephens","2007-02-16","0.99","767.06"
"Mario Cheatham","Mike Hillyer","2007-02-16","4.99","772.05"
"Leroy Bustamante","Mike Hillyer","2007-02-16","2.99","784.03"
"Leroy Bustamante","Jon Stephens","2007-02-16","8.99","784.03"
"Miguel Betancourt","Jon Stephens","2007-02-16","7.99","792.02"
"Jay Robb","Jon Stephens","2007-02-16","4.99","798.00"
"Jay Robb","Mike Hillyer","2007-02-16","0.99","798.00"
"Jim Rea","Mike Hillyer","2007-02-16","0.99","798.99"
"Tom Milner","Mike Hillyer","2007-02-16","3.99","802.98"
"Alex Gresham","Jon Stephens","2007-02-16","4.99","817.95"
"Alex Gresham","Mike Hillyer","2007-02-16","1.99","817.95"
"Alex Gresham","Jon Stephens","2007-02-16","7.99","817.95"
"Jon Wiles","Mike Hillyer","2007-02-16","1.99","819.94"
"Ronnie Ricketts","Mike Hillyer","2007-02-16","0.99","820.93"
"Bill Gavin","Jon Stephens","2007-02-16","0.99","821.92"
"Warren Sherrod","Jon Stephens","2007-02-16","5.99","827.91"
"Leo Ebert","Jon Stephens","2007-02-16","7.99","835.90"
"Alvin Deloach","Mike Hillyer","2007-02-16","8.99","844.89"
"Tim Cary","Mike Hillyer","2007-02-16","8.99","856.87"
"Tim Cary","Mike Hillyer","2007-02-16","2.99","856.87"
"Wesley Bull","Mike Hillyer","2007-02-16","9.99","866.86"
"Gordon Allard","Jon Stephens","2007-02-16","7.99","874.85"
"Greg Robins","Jon Stephens","2007-02-16","6.99","881.84"
"Jorge Olivares","Jon Stephens","2007-02-16","0.99","882.83"
"Dustin Gillette","Mike Hillyer","2007-02-16","8.99","891.82"
"Derrick Bourque","Mike Hillyer","2007-02-16","3.99","895.81"
"Dan Paine","Mike Hillyer","2007-02-16","6.99","902.80"
"Lewis Lyman","Mike Hillyer","2007-02-16","0.99","903.79"
"Corey Hauser","Mike Hillyer","2007-02-16","0.99","904.78"
"Roberto Vu","Jon Stephens","2007-02-16","3.99","908.77"
"Clyde Tobias","Mike Hillyer","2007-02-16","8.99","920.75"
"Clyde Tobias","Jon Stephens","2007-02-16","2.99","920.75"
"Shane Millard","Jon Stephens","2007-02-16","3.99","930.73"
"Shane Millard","Jon Stephens","2007-02-16","5.99","930.73"
"Ricardo Meador","Jon Stephens","2007-02-16","3.99","934.72"
"Sam Mcduffie","Mike Hillyer","2007-02-16","3.99","938.71"
"Lester Kraus","Jon Stephens","2007-02-16","1.99","945.69"
"Lester Kraus","Jon Stephens","2007-02-16","4.99","945.69"
"Ramon Choate","Mike Hillyer","2007-02-16","2.99","948.68"
"Gene Sanborn","Mike Hillyer","2007-02-16","2.99","951.67"
"Marc Outlaw","Jon Stephens","2007-02-16","4.99","956.66"
"Brett Cornwell","Jon Stephens","2007-02-16","7.99","964.65"
"Rafael Abney","Jon Stephens","2007-02-16","5.99","970.64"
"Leslie Seward","Jon Stephens","2007-02-16","0.99","971.63"
"Milton Howland","Jon Stephens","2007-02-16","4.99","976.62"
"Ben Easter","Jon Stephens","2007-02-16","0.99","977.61"
"Duane Tubbs","Mike Hillyer","2007-02-16","2.99","980.60"
"Franklin Troutman","Jon Stephens","2007-02-16","4.99","985.59"
"Elmer Noe","Mike Hillyer","2007-02-16","10.99","996.58"
"Brad Mccurdy","Mike Hillyer","2007-02-16","4.99","1015.55"
"Brad Mccurdy","Mike Hillyer","2007-02-16","8.99","1015.55"
"Brad Mccurdy","Jon Stephens","2007-02-16","4.99","1015.55"
"Gabriel Harder","Jon Stephens","2007-02-16","5.99","1021.54"
"Roland South","Mike Hillyer","2007-02-16","0.99","1022.53"
"Harvey Guajardo","Jon Stephens","2007-02-16","6.99","1029.52"
"Jared Ely","Jon Stephens","2007-02-16","4.99","1034.51"
"Adrian Clary","Jon Stephens","2007-02-16","2.99","1037.50"
"Karl Seal","Jon Stephens","2007-02-16","0.99","1038.49"
"Erik Guillen","Jon Stephens","2007-02-16","0.99","1039.48"
"Neil Renner","Mike Hillyer","2007-02-16","4.99","1044.47"
"Jessie Milam","Mike Hillyer","2007-02-16","0.99","1046.45"
"Jessie Milam","Mike Hillyer","2007-02-16","0.99","1046.45"
"Christian Jung","Mike Hillyer","2007-02-16","4.99","1054.43"
"Christian Jung","Mike Hillyer","2007-02-16","2.99","1054.43"
"Javier Elrod","Mike Hillyer","2007-02-16","4.99","1059.42"
"Fernando Churchill","Mike Hillyer","2007-02-16","4.99","1064.41"
"Lance Pemberton","Jon Stephens","2007-02-16","4.99","1069.40"
"Kelly Knott","Mike Hillyer","2007-02-16","3.99","1073.39"
"Max Pitt","Jon Stephens","2007-02-16","3.99","1077.38"
"Felix Gaffney","Mike Hillyer","2007-02-16","0.99","1078.37"
"Jordan Archuleta","Jon Stephens","2007-02-16","1.99","1080.36"
"Ian Still","Jon Stephens","2007-02-16","4.99","1085.35"
"Bob Pfeiffer","Jon Stephens","2007-02-16","2.99","1088.34"
"Casey Mena","Mike Hillyer","2007-02-16","5.99","1094.33"
"Alberto Henning","Jon Stephens","2007-02-16","4.99","1099.32"
"Dave Gardiner","Jon Stephens","2007-02-16","5.99","1105.31"
"Ivan Cromwell","Jon Stephens","2007-02-16","2.99","1108.30"
"Johnnie Chisholm","Mike Hillyer","2007-02-16","4.99","1113.29"
"Byron Box","Mike Hillyer","2007-02-16","4.99","1118.28"
"Julian Vest","Mike Hillyer","2007-02-16","0.99","1126.25"
"Julian Vest","Mike Hillyer","2007-02-16","0.99","1126.25"
"Julian Vest","Jon Stephens","2007-02-16","5.99","1126.25"
"Isaac Oglesby","Mike Hillyer","2007-02-16","2.99","1129.24"
"Morris Mccarter","Jon Stephens","2007-02-16","2.99","1132.23"
"Willard Lumpkin","Jon Stephens","2007-02-16","6.99","1139.22"
"Andy Vanhorn","Mike Hillyer","2007-02-16","2.99","1142.21"
"Tracy Herrmann","Jon Stephens","2007-02-16","4.99","1147.20"
"Eduardo Hiatt","Mike Hillyer","2007-02-16","4.99","1152.19"
"Enrique Forsythe","Mike Hillyer","2007-02-16","1.99","1154.18"
"Patricia Johnson","Mike Hillyer","2007-02-17","2.99","2.99"
"Linda Williams","Jon Stephens","2007-02-17","6.99","9.98"
"Barbara Jones","Jon Stephens","2007-02-17","0.99","10.97"
"Elizabeth Brown","Jon Stephens","2007-02-17","4.99","15.96"
"Jennifer Davis","Mike Hillyer","2007-02-17","0.99","16.95"
"Susan Wilson","Mike Hillyer","2007-02-17","5.99","22.94"
"Dorothy Taylor","Mike Hillyer","2007-02-17","4.99","27.93"
"Lisa Anderson","Mike Hillyer","2007-02-17","7.99","35.92"
"Karen Jackson","Mike Hillyer","2007-02-17","2.99","38.91"
"Sandra Martin","Jon Stephens","2007-02-17","6.99","53.89"
"Sandra Martin","Mike Hillyer","2007-02-17","7.99","53.89"
"Donna Thompson","Jon Stephens","2007-02-17","5.99","59.88"
"Carol Garcia","Jon Stephens","2007-02-17","5.99","65.87"
"Sharon Robinson","Jon Stephens","2007-02-17","3.99","69.86"
"Kimberly Lee","Jon Stephens","2007-02-17","4.99","77.84"
"Kimberly Lee","Mike Hillyer","2007-02-17","2.99","77.84"
"Jessica Hall","Mike Hillyer","2007-02-17","9.99","87.83"
"Shirley Allen","Jon Stephens","2007-02-17","3.99","91.82"
"Melissa King","Jon Stephens","2007-02-17","1.99","101.79"
"Melissa King","Jon Stephens","2007-02-17","4.99","101.79"
"Melissa King","Jon Stephens","2007-02-17","2.99","101.79"
"Amy Lopez","Jon Stephens","2007-02-17","0.99","109.77"
"Amy Lopez","Jon Stephens","2007-02-17","6.99","109.77"
"Rebecca Scott","Mike Hillyer","2007-02-17","4.99","114.76"
"Virginia Green","Mike Hillyer","2007-02-17","2.99","117.75"
"Debra Nelson","Mike Hillyer","2007-02-17","4.99","123.73"
"Debra Nelson","Jon Stephens","2007-02-17","0.99","123.73"
"Carolyn Perez","Mike Hillyer","2007-02-17","3.99","130.71"
"Carolyn Perez","Jon Stephens","2007-02-17","2.99","130.71"
"Janet Phillips","Jon Stephens","2007-02-17","2.99","133.70"
"Catherine Campbell","Jon Stephens","2007-02-17","0.99","134.69"
"Frances Parker","Mike Hillyer","2007-02-17","4.99","139.68"
"Heather Morris","Mike Hillyer","2007-02-17","0.99","140.67"
"Doris Reed","Jon Stephens","2007-02-17","2.99","143.66"
"Gloria Cook","Mike Hillyer","2007-02-17","0.99","144.65"
"Evelyn Morgan","Mike Hillyer","2007-02-17","0.99","151.63"
"Evelyn Morgan","Mike Hillyer","2007-02-17","5.99","151.63"
"Judith Cox","Mike Hillyer","2007-02-17","2.99","154.62"
"Rose Howard","Mike Hillyer","2007-02-17","7.99","162.61"
"Janice Ward","Mike Hillyer","2007-02-17","4.99","170.59"
"Janice Ward","Mike Hillyer","2007-02-17","2.99","170.59"
"Kelly Torres","Mike Hillyer","2007-02-17","3.99","174.58"
"Nicole Peterson","Jon Stephens","2007-02-17","8.99","183.57"
"Kathy James","Jon Stephens","2007-02-17","2.99","186.56"
"Tammy Sanders","Mike Hillyer","2007-02-17","7.99","199.54"
"Tammy Sanders","Mike Hillyer","2007-02-17","4.99","199.54"
"Irene Price","Jon Stephens","2007-02-17","0.99","200.53"
"Sara Perry","Mike Hillyer","2007-02-17","5.99","207.51"
"Sara Perry","Jon Stephens","2007-02-17","0.99","207.51"
"Anne Powell","Mike Hillyer","2007-02-17","5.99","213.50"
"Jacqueline Long","Jon Stephens","2007-02-17","2.99","221.48"
"Jacqueline Long","Mike Hillyer","2007-02-17","4.99","221.48"
"Wanda Patterson","Mike Hillyer","2007-02-17","2.99","224.47"
"Julia Flores","Mike Hillyer","2007-02-17","4.99","229.46"
"Ruby Washington","Jon Stephens","2007-02-17","0.99","230.45"
"Tina Simmons","Jon Stephens","2007-02-17","4.99","235.44"
"Annie Russell","Jon Stephens","2007-02-17","2.99","238.43"
"Gladys Hamilton","Mike Hillyer","2007-02-17","0.99","239.42"
"Rita Graham","Mike Hillyer","2007-02-17","0.99","240.41"
"Dawn Sullivan","Jon Stephens","2007-02-17","3.99","244.40"
"Tracy Cole","Mike Hillyer","2007-02-17","8.99","253.39"
"Edna West","Jon Stephens","2007-02-17","3.99","257.38"
"Carmen Owens","Jon Stephens","2007-02-17","1.99","262.36"
"Carmen Owens","Jon Stephens","2007-02-17","2.99","262.36"
"Rosa Reynolds","Jon Stephens","2007-02-17","2.99","265.35"
"Cindy Fisher","Jon Stephens","2007-02-17","4.99","270.34"
"Grace Ellis","Mike Hillyer","2007-02-17","2.99","273.33"
"Victoria Gibson","Jon Stephens","2007-02-17","4.99","278.32"
"Sherry Marshall","Jon Stephens","2007-02-17","2.99","281.31"
"Sylvia Ortiz","Mike Hillyer","2007-02-17","4.99","289.29"
"Sylvia Ortiz","Jon Stephens","2007-02-17","2.99","289.29"
"Shannon Freeman","Jon Stephens","2007-02-17","0.99","290.28"
"Charlotte Hunter","Jon Stephens","2007-02-17","2.99","296.26"
"Charlotte Hunter","Jon Stephens","2007-02-17","2.99","296.26"
"Emma Boyd","Jon Stephens","2007-02-17","0.99","297.25"
"Anita Morales","Jon Stephens","2007-02-17","2.99","300.24"
"Hazel Warren","Jon Stephens","2007-02-17","0.99","301.23"
"Leslie Gordon","Jon Stephens","2007-02-17","1.99","308.21"
"Leslie Gordon","Mike Hillyer","2007-02-17","4.99","308.21"
"Clara Shaw","Mike Hillyer","2007-02-17","0.99","309.20"
"Jamie Rice","Jon Stephens","2007-02-17","2.99","312.19"
"Joanne Robertson","Mike Hillyer","2007-02-17","0.99","313.18"
"Valerie Black","Jon Stephens","2007-02-17","6.99","320.17"
"Michele Grant","Mike Hillyer","2007-02-17","0.99","321.16"
"Gail Knight","Mike Hillyer","2007-02-17","7.99","329.15"
"Bertha Ferguson","Jon Stephens","2007-02-17","9.99","339.14"
"Veronica Stone","Jon Stephens","2007-02-17","6.99","346.13"
"Cathy Spencer","Jon Stephens","2007-02-17","7.99","357.11"
"Cathy Spencer","Jon Stephens","2007-02-17","2.99","357.11"
"Lorraine Stephens","Mike Hillyer","2007-02-17","3.99","361.10"
"Erica Matthews","Mike Hillyer","2007-02-17","4.99","366.09"
"Beatrice Arnold","Jon Stephens","2007-02-17","0.99","367.08"
"Dolores Wagner","Jon Stephens","2007-02-17","4.99","372.07"
"Bernice Willis","Mike Hillyer","2007-02-17","0.99","373.06"
"June Carroll","Mike Hillyer","2007-02-17","8.99","382.05"
"Marion Snyder","Jon Stephens","2007-02-17","1.99","384.04"
"Renee Lane","Jon Stephens","2007-02-17","5.99","393.02"
"Renee Lane","Mike Hillyer","2007-02-17","2.99","393.02"
"Ida Andrews","Jon Stephens","2007-02-17","1.99","395.01"
"Vivian Ruiz","Jon Stephens","2007-02-17","2.99","398.00"
"Holly Fox","Jon Stephens","2007-02-17","4.99","402.99"
"Brittany Riley","Jon Stephens","2007-02-17","0.99","403.98"
"Melanie Armstrong","Jon Stephens","2007-02-17","0.99","404.97"
"Yolanda Weaver","Mike Hillyer","2007-02-17","4.99","409.96"
"Jeanette Greene","Jon Stephens","2007-02-17","2.99","417.94"
"Jeanette Greene","Mike Hillyer","2007-02-17","4.99","417.94"
"Sue Peters","Jon Stephens","2007-02-17","4.99","425.92"
"Sue Peters","Mike Hillyer","2007-02-17","2.99","425.92"
"Elsie Kelley","Jon Stephens","2007-02-17","0.99","426.91"
"Beth Franklin","Mike Hillyer","2007-02-17","2.99","429.90"
"Jeanne Lawson","Jon Stephens","2007-02-17","6.99","436.89"
"Vicki Fields","Mike Hillyer","2007-02-17","1.99","442.87"
"Vicki Fields","Mike Hillyer","2007-02-17","3.99","442.87"
"Rosemary Schmidt","Jon Stephens","2007-02-17","2.99","458.84"
"Rosemary Schmidt","Jon Stephens","2007-02-17","7.99","458.84"
"Rosemary Schmidt","Mike Hillyer","2007-02-17","4.99","458.84"
"Terri Vasquez","Jon Stephens","2007-02-17","0.99","459.83"
"Gertrude Castillo","Jon Stephens","2007-02-17","3.99","463.82"
"Lucy Wheeler","Mike Hillyer","2007-02-17","5.99","469.81"
"Gina Williamson","Jon Stephens","2007-02-17","4.99","474.80"
"Kristin Johnston","Jon Stephens","2007-02-17","2.99","477.79"
"Jessie Banks","Jon Stephens","2007-02-17","2.99","480.78"
"Agnes Bishop","Mike Hillyer","2007-02-17","6.99","487.77"
"Colleen Burton","Mike Hillyer","2007-02-17","6.99","496.75"
"Colleen Burton","Jon Stephens","2007-02-17","1.99","496.75"
"Lillie Kim","Jon Stephens","2007-02-17","2.99","499.74"
"Claudia Fuller","Mike Hillyer","2007-02-17","4.99","510.72"
"Claudia Fuller","Jon Stephens","2007-02-17","5.99","510.72"
"Marcia Dean","Jon Stephens","2007-02-17","8.99","519.71"
"Tanya Gilbert","Mike Hillyer","2007-02-17","4.99","524.70"
"Courtney Day","Mike Hillyer","2007-02-17","2.99","527.69"
"Marian Mendoza","Mike Hillyer","2007-02-17","2.99","530.68"
"Caroline Bowman","Mike Hillyer","2007-02-17","3.99","534.67"
"Dora Medina","Jon Stephens","2007-02-17","1.99","536.66"
"Terry Carlson","Jon Stephens","2007-02-17","5.99","547.64"
"Terry Carlson","Mike Hillyer","2007-02-17","4.99","547.64"
"Maxine Silva","Mike Hillyer","2007-02-17","2.99","553.62"
